2026-04-18T09:12	baseline	bank-news-collector	-	72	baseline	-	初始基线评估	dry_run
2026-04-18T09:15	bcc38dd	bank-news-collector	72	75.3	keep	检查点设计	补充异常处理与回退小节	dry_run
2026-04-18T09:17	0411518	bank-news-collector	75.3	76.3	keep	边界条件覆盖	补充网络重试和文件恢复	dry_run
2026-04-18T09:19	c65de9b	bank-news-collector	76.3	77.3	keep	资源整合度	更新脚本表匹配实际目录	dry_run
2026-04-18T09:22	c65de9b	bank-news-collector	77.3	80.3	keep	实测表现	实测验证后提升	full_test
2026-04-18T10:50	035f237	bank-news-collector	80.3	81.1	keep	Frontmatter质量	精简description并补充双语触发词	dry_run
2026-04-18T10:52	c081c8b	bank-news-collector	81.1	82.6	keep	工作流清晰度	扁平化步骤6，抽出日期速查表	dry_run
2026-04-18T10:54	bab00c4	bank-news-collector	82.6	84.1	keep	整体架构	添加执行模式速查与边界澄清	dry_run
2026-08-05T08:54	baseline	bank-daily-report	-	70.5	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	bank-news-collector	-	80.4	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	lixinger	-	70.5	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	news-count-report	-	55.1	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	node-process-guard	-	73.0	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	remotion	-	33.9	baseline	-	初始基线triage(第三方索引型name不符目录)	dry_run
2026-08-05T08:54	baseline	skill-creator	-	72.3	baseline	-	初始基线triage(Anthropic官方vendored)	dry_run
2026-08-05T08:54	baseline	slide-craft	-	57.2	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	think-think	-	65.4	baseline	-	初始基线triage	dry_run
2026-08-05T08:54	baseline	ui-ux-pro-max	-	69.9	baseline	-	初始基线triage(SKILL.md缺frontmatter)	dry_run
2026-08-05T10:21	paired(53c5043)	news-count-report	round1	3-0 better	keep	d3/d6/d8/d9	修正report.py一致性+补失败模式反例,3 judge clear better,HL-4收工	paired
